date,TweetId,Tweet,created_at,geo,place,coordinates,location
2020-12-12  23:38,1337888741738745857,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 22:35:07,,,,Former Cali now Idaho
2020-12-12  23:38,1337886203232849928,RT @NzajeP: The ill conceived Paul biya annexation agenda in #SouthernCameroons is without tremendous cost as military death toll have incr…,2020-12-12 22:25:02,,,,Nigeria
2020-12-12  23:38,1337885946629459974,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 22:24:01,,,,Canada
2020-12-12  23:38,1337884854738935809,RT @NzajeP: The ill conceived Paul biya annexation agenda in #SouthernCameroons is without tremendous cost as military death toll have incr…,2020-12-12 22:19:40,,,,Ireland(Republic)
2020-12-12  23:38,1337884541864833025,RT @NzajeP: The ill conceived Paul biya annexation agenda in #SouthernCameroons is without tremendous cost as military death toll have incr…,2020-12-12 22:18:26,,,,Czech Republic
2020-12-12  23:38,1337883697048121345,The ill conceived Paul biya annexation agenda in #SouthernCameroons is without tremendous cost as military death to… https://t.co/ceaFuhVMJ0,2020-12-12 22:15:04,,,,SOUTHERN CAMEROONS
2020-12-12  23:38,1337882632001122309,"@b_tedj @Rightpen1 @moatazmatar This is the fucking job your country excels in, nothing else https://t.co/5baawLXq6n",2020-12-12 22:10:50,,,,
2020-12-12  23:38,1337879606918082560,"RT @ACChaudre: 🇮🇹 Through order 7097/2020 issued today, the Italian Council of State says yes to the use of #hydroxychloroquine as a treatm…",2020-12-12 21:58:49,,,,"Ajaccio, "
2020-12-12  23:38,1337879520825790468,"In Italy, the Council of State says YES to hydroxychloroquine as a treatment for Covid-19 - FranceSoir https://t.co/RPcEINlRcl",2020-12-12 21:58:29,,,,"Ajaccio, "
2020-12-12  23:38,1337878545935159297,"RT @NewBookofDaniel: Well, well ... what's this? 
And while we're at it, how about the Medical Industrial Complex also come clean about Ive…",2020-12-12 21:54:36,,,,United States
2020-12-12  23:38,1337877546856136704,"@CityNewsYEG BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.… https://t.co/izvkfOuHCy",2020-12-12 21:50:38,,,,Edmonton
2020-12-12  23:38,1337876573232361472,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 21:46:46,,,,United States
2020-12-12  23:38,1337875693854584832,"In Italy, the Council of State says YES to HydroxyChloroQuine as a treatment for Covid-19 showing they are much sma… https://t.co/T6VuFwTL21",2020-12-12 21:43:16,,,,USA
2020-12-12  23:38,1337874854754717697,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 21:39:56,,,,"Washington, USA"
2020-12-12  23:38,1337873249854779397,RT @sarfsee: @PiePony1 @Lyndonx @ANDRESVELASCO74 @veryvirology @jaysanchezdorta @trevmar @drjohnhaiti @DrMLernerMDPhD @Liberteur @InterBang…,2020-12-12 21:33:33,,,,
2020-12-12  23:38,1337872504329744385,RT @LDVRegainSyb: @itosettiMD_MBA Interesting he was the one appointed by the french government to evaluate the management of the epidemic…,2020-12-12 21:30:36,,,,
2020-12-12  23:38,1337869815680135170,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 21:19:55,,,,
2020-12-12  23:38,1337867781757341696,"RT @danjbouch: @CMOH_Alberta BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is…",2020-12-12 21:11:50,,,,
2020-12-12  23:38,1337867588861382657,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 21:11:04,,,,VFX Paradise
2020-12-12  23:38,1337866606370844686,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 21:07:09,,,,"South West, England"
2020-12-12  23:38,1337865016612171776,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 21:00:50,,,,"Kingston, ON, Canada"
2020-12-12  23:38,1337864220814290950,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 20:57:41,,,, USA
2020-12-12  23:38,1337863467902980096,"@CMOH_Alberta BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.… https://t.co/uOnJ09rklK",2020-12-12 20:54:41,,,,"Edmonton, Alberta"
2020-12-12  23:38,1337863237312806912,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 20:53:46,,,,Abbotsford B.C. Canada
2020-12-12  23:38,1337862345977163777,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 20:50:14,,,,
2020-12-12  23:38,1337861722623913985,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 20:47:45,,,,
2020-12-12  23:38,1337860876494393344,Bubububutt! Orange man bad! So this can never work. https://t.co/bqv2MG4fzS,2020-12-12 20:44:23,,,,United Kingdom
2020-12-12  23:38,1337860621149167616,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 20:43:22,,,,
2020-12-12  23:38,1337860562940735490,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 20:43:09,,,,USA
2020-12-12  23:38,1337860358632067085,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 20:42:20,,,,"Crane, TX"
2020-12-12  23:38,1337860150414204928,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 20:41:30,,,,
2020-12-12  23:38,1337856986814312460,"Reset positive or bad reset. 😳

https://t.co/kHHCsRWWJU",2020-12-12 20:28:56,,,,127.0.0.1
2020-12-12  23:38,1337856496537903104,"Gloups ...!
https://t.co/39hLpZDfvp https://t.co/jldwQSVE39",2020-12-12 20:26:59,,,,Montréal/Paris/Chez moi...
2020-12-12  23:38,1337855671002423298,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 20:23:42,,,,
2020-12-12  23:39,1337854619872014342,"RT @Smackenziekerr: In #Italy, the Council of State says #YES to #Hydroxychloroquine  as a treatment for #COVID19

#coronavirus #vaccine #H…",2020-12-12 20:19:32,,,,Chicago
2020-12-12  23:39,1337853504619229185,Un budget respectueux selon le candidat Jocelyn Gravel  #budget #sorel #tracy #2020 #candidat #elections… https://t.co/5ewCfD58Lz,2020-12-12 20:15:06,,,,Sorel-Tracy et les environs!
2020-12-12  23:39,1337852598628519938,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 20:11:30,,,,
2020-12-12  23:39,1337852222437253123,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 20:10:00,,,,minneapolis
2020-12-12  23:39,1337851675302895617,@PeterHotez This person know as much about politique as science,2020-12-12 20:07:50,,,,"Toulouse, France"
2020-12-12  23:39,1337851302362144771,"RT @ACChaudre: 🇮🇹 Through order 7097/2020 issued today, the Italian Council of State says yes to the use of #hydroxychloroquine as a treatm…",2020-12-12 20:06:21,,,,
2020-12-12  23:39,1337850510905380869,"RT @ACChaudre: 🇮🇹 Through order 7097/2020 issued today, the Italian Council of State says yes to the use of #hydroxychloroquine as a treatm…",2020-12-12 20:03:12,,,,കേരളം
2020-12-12  23:39,1337850505964511237,"RT @ACChaudre: 🇮🇹 Through order 7097/2020 issued today, the Italian Council of State says yes to the use of #hydroxychloroquine as a treatm…",2020-12-12 20:03:11,,,,"Paris, France"
2020-12-12  23:39,1337848863890300929,Citizens' assemblies and representative democracy - comments by Olivier Galland and Dominique Schnapper https://t.co/mRYJ4Q8jZs,2020-12-12 19:56:39,,,,Germany
2020-12-12  23:39,1337847808146157571,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 19:52:28,,,,GEORGIA
2020-12-12  23:39,1337846903904423936,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 19:48:52,,,,United States
2020-12-12  23:39,1337845906960310272,"@PaulMitchell_AB BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for… https://t.co/bCG3IeJSA6",2020-12-12 19:44:54,,,,"Edmonton, Alberta"
2020-12-12  23:39,1337845064387588096,"Italy says YES to use Hydroxychloroquine for COVID

https://t.co/QUoZnmB2Yb",2020-12-12 19:41:33,,,,Central Alberta
2020-12-12  23:39,1337842046753669120,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 19:29:34,,,,NWO Ground Zero
2020-12-12  23:39,1337841943439691784,@SIFFCapitalMgmt @CBCCanada @BernJordanMP From the objectives in the policy: 'reaffirm the importance of maintainin… https://t.co/fkMVZNkcbI,2020-12-12 19:29:09,,,,Nova Scotia
2020-12-12  23:39,1337841673985028098,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 19:28:05,,,,
2020-12-12  23:39,1337837727396597765,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 19:12:24,,,,Your safe space..
2020-12-12  23:39,1337836798052081668,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 19:08:43,,,,
2020-12-12  23:39,1337836027176775681,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 19:05:39,,,,
2020-12-12  23:39,1337835504725856256,"@freddie1999 @OlivierAnselin Do you get that in your media library?

PS published by #franceinfo (let’s say the NY… https://t.co/SnSYGQgFIx",2020-12-12 19:03:34,,,,
2020-12-12  23:39,1337835293798436864,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 19:02:44,,,,
2020-12-12  23:39,1337834646147649544,"@insoumis1 @Obsevydial It looks like you shared a cached AMP link. These should load faster, but Google's AMP is co… https://t.co/ppAa4jqL1H",2020-12-12 19:00:10,,,,Twitter
2020-12-12  23:39,1337834231574171650,"RT @peakpilot: BREAKING NEWS: Italy, the Council of State says YES to #Hydroxychloroquine as treatment for #COVID19.

THIS is massively GOO…",2020-12-12 18:58:31,,,,"Ontario, Canada"
